adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,decade
False,/88S6EYQBVyQktDfSqsB33I169jN.jpg,"[10749, 27]",6114,en,Bram Stoker's Dracula,"Centuries-old vampire Count Dracula travels to Victorian London, where he becomes obsessed with Mina Murray—the fiancée of his solicitor, Jonathan Harker—believing her to be the reincarnation of his long-lost love.",6.5996,/n39glC4GkBeCbwdenES8ZBodim8.jpg,1992-11-13,Bram Stoker's Dracula,False,7.443,5545,1990s
False,/yme0UvacQuWaZK9QiywD6lvx0Oz.jpg,"[18, 10749]",41003,en,White Palace,"Max Baron is a Jewish advertising executive in his 20s who's still getting over the death of his wife. Nora Baker is a 40-something diner waitress who enjoys the wilder side of life. Mismatched or not, their attraction is instant and smoldering. With time, however, their class and age differences become an obstacle in their relationship, especially since Max can't keep Nora a secret from his Jewish friends and upper-crust associates forever.",6.5688,/8H63Gjhfa5f2zkXgEuFA2ThdDJ6.jpg,1990-10-19,White Palace,False,6.298,168,1990s
False,/54xcERdFHlRny2FJ9NC4koForkR.jpg,"[80, 18, 53, 28]",16136,en,Juice,"Four Harlem friends -- Bishop, Q, Steel and Raheem -- dabble in petty crime, but they decide to go big by knocking off a convenience store. Bishop, the magnetic leader of the group, has the gun. But Q has different aspirations. He wants to be a DJ and happens to have a gig the night of the robbery. Unfortunately for him, Bishop isn't willing to take no for answer in a game where everything's for keeps.",6.5592,/hfXFPMhNjLnCugBHMN0nrtKW7Ra.jpg,1992-01-17,Juice,False,7.199,430,1990s
False,/lmMVUuu2hHX6qrpcusiuSGU8HaC.jpg,"[18, 10749]",9587,en,Little Women,Four sisters come of age in America in the aftermath of the Civil War.,6.552,/1ZzH1XMcKAe5NdrKL5MfcqZHHsZ.jpg,1994-12-21,Little Women,False,7.279,1293,1990s
False,/lNvlerKoYwboltmK7hQfgxsYtNP.jpg,"[18, 10749]",8291,en,Poetic Justice,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",6.5442,/fOtMHxhYaCQcu3dwWpg7lz4Bqo0.jpg,1993-07-23,Poetic Justice,False,6.799,268,1990s
False,/vKp3NvqBkcjHkCHSGi6EbcP7g4J.jpg,"[12, 35, 878]",196,en,Back to the Future Part III,"The final installment finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",6.4889,/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg,1990-05-25,Back to the Future Part III,False,7.49,11165,1990s
False,/pfgUk6IgobtEhisyJBBrjSVkfZR.jpg,"[35, 14, 878, 10749]",9304,en,Multiplicity,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",6.4633,/t3CUIrzJwxIS7uS1YDJdfSJuPAo.jpg,1996-07-19,Multiplicity,False,5.8,575,1990s
False,/eEP8pyCmldfbnml0SFMvPK7kE4x.jpg,"[53, 80, 9648]",8224,en,8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",6.4499,/mhr9xRpjOBqlBjgDwtiOx6FsLvV.jpg,1999-02-26,8MM,False,6.464,2158,1990s
False,/pTDfAJRWLa8iMNd6GS9UNqGFzIL.jpg,"[18, 14, 27, 9648, 53]",32043,en,The Guardian,"Phil and Kate select the winsome young Camilla as a live-in nanny for their newborn child, but the seemingly lovely Camilla is not what she appears to be...",6.3872,/yIVqiwhkWos3C9gt34ZeEQ0c3xm.jpg,1990-04-27,The Guardian,False,5.6,206,1990s
False,/sK1IMe4yNH5Je1PBmcgw7aFA8HB.jpg,"[35, 878]",6280,en,Junior,"A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth.",6.383,/swxxtzYc60qqnFhfWMFdmx9QXvY.jpg,1994-11-22,Junior,False,5.19,1579,1990s
False,/1bLZdOPOctwFF2IBONf6KczIppS.jpg,"[35, 18]",9032,en,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",6.3617,/cqFnFg6YS8urJT6YC95IDkn0VHz.jpg,1999-06-25,Big Daddy,False,6.492,3425,1990s
False,/ucFDgf7Nw6cEwPh5o4cacp3k1aW.jpg,"[35, 12, 18]",864,en,Cool Runnings,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.",6.3423,/6fXuGEb7EqGmAeUodxm7l5ELPZ.jpg,1993-10-01,Cool Runnings,False,7.01,2172,1990s
False,/vqycIvfLRFtdiCAvOmGX9iP7mAE.jpg,[53],10543,en,Fear,"Nicole Walker always dreamed of being swept away by someone special — someone strong, sexy and sensitive who would care for her more than anything else in the world. David is all that and more: a modern-day knight who charms and seduces her, body and soul. But her perfect boyfriend is not all he seems to be. His sweet facade masks a savage, dark side that will soon transform Nicole's dream into a nightmare.",6.3072,/ut8snuINzOibbKnvpTnsGWQr4Nl.jpg,1996-04-12,Fear,False,6.51,947,1990s
False,/60OypzgF62FE8PWxXi5zSI1bLyS.jpg,"[18, 10749]",25095,en,Wuthering Heights,"Young orphan Heathcliff is adopted by the wealthy Earnshaw family and moves into their estate, Wuthering Heights. Soon, the new resident falls for his compassionate foster sister, Cathy. The two share a remarkable bond that seems unbreakable until Cathy, feeling the pressure of social convention, suppresses her feelings and marries Edgar Linton, a man of means who befits her stature. Heathcliff vows to win her back.",5.2736,/pZBQ6KfITjufDMCp6FFkqjCoIMN.jpg,1992-10-16,Wuthering Heights,False,6.6,287,1990s
False,/a7RMVypNmxvEG0SzG9kXBJivfxX.jpg,"[80, 18]",11060,en,Internal Affairs,"Keen young Raymold Avila joins the Internal Affairs Department of the Los Angeles police. He and partner Amy Wallace are soon looking closely at the activities of cop Dennis Peck whose financial holdings start to suggest something shady. Indeed Peck is involved in any number of dubious or downright criminal activities. He is also devious, a womaniser, and a clever manipulator, and he starts to turn his attention on Avila.",5.215,/A4pH8DiNFEf2AgXkM4zk3ZpblV.jpg,1990-01-12,Internal Affairs,False,6.346,422,1990s
False,/sQPckU0TfSeYIlUneHfIXwzQC2f.jpg,"[14, 35, 10751]",8839,en,Casper,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",5.1962,/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,1995-05-26,Casper,False,6.332,4794,1990s
False,/4CxQXuitlZFNndvis2uv2YUzAQ7.jpg,[35],14425,en,PCU,"Nervous high school senior Tom Lawrence visits Port Chester University, where he gets a taste of politically correct college life when he's guided by fraternity wild man Droz and his housemates at The Pit. But Droz and his pals have rivals in nasty preppy Rand McPherson and the school's steely president. With their house threatened with expulsion, Droz and company decide to throw a raging party where the various factions will collide.",5.1437,/xTToUzy9Im9nu2W8fz7TPWoDWN5.jpg,1994-04-29,PCU,False,6.0,131,1990s
False,/dmaLmrP3PYfhb8P2SWMucZCZqjk.jpg,"[28, 18, 53]",7007,en,Rising Sun,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",5.1365,/jVWEeZ383peKxwE284AdyHqq6GH.jpg,1993-07-30,Rising Sun,False,6.139,807,1990s
False,/laXkVCU5DE8Dib0QVHUUUsE7FM6.jpg,"[35, 18, 10749]",9410,en,Great Expectations,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",5.1201,/djLsfl3lm7BZKWsKfVZ2wM1ZMrP.jpg,1998-01-30,Great Expectations,False,6.62,660,1990s
False,/pzSXjRmejFNQUrqXqDyVlQhLVBo.jpg,[35],11112,en,The Associate,Laurel Ayres is a businesswoman trying to make it but unfortunately she works at a investment firm where she does all the work but all the senior investors like Frank Peterson grab all the credit. She then leaves and starts her own firm. While trying to find clients Laurel pretends that she has a male partner named Robert Cutty. And when she starts to do well all of her clients wants to meet Cutty which is difficult since he doesn't exist.,5.1124,/sDGc4JqVf4n04cEO0rU36UI4cvK.jpg,1996-10-25,The Associate,False,6.2,224,1990s
False,/g0CGOIl3H1FDsqHpPzlfkhXAtv8.jpg,"[53, 80, 18]",9623,en,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",5.1012,/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,1996-02-02,The Juror,False,5.661,423,1990s
False,/8UpJ8svNnwVtpu8n62vGke8MOJf.jpg,"[16, 10751, 37, 12, 35]",10380,en,An American Tail: Fievel Goes West,"Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan.",5.0944,/k4aLupAkHWwHiEDwvqsZFAnUYF.jpg,1991-11-21,An American Tail: Fievel Goes West,False,6.3,770,1990s
False,/qHXdyDBgetOyetVkWGzHYGp7L72.jpg,"[12, 18, 36]",7305,en,Alive,"The amazing true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",5.0893,/uQACcCZqd7WCTRin9xRIW5gr1bd.jpg,1993-01-15,Alive,False,6.882,1530,1990s
False,/sPGgJ0w1oCVPBOW41dN0hpMouhI.jpg,"[35, 18]",10312,en,Patch Adams,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",5.0681,/xN1aKur5ddWQSXTqvzDPJD2TCxe.jpg,1998-12-25,Patch Adams,False,7.313,3356,1990s
False,/4mopIaKwC0RBK0kGVjgSnkLYn1m.jpg,"[12, 35, 28, 80]",10694,en,The Chase,"Jack Hammond is sentenced to life in prison, but manages to escape. To get away from the police he takes a girl as hostage and drives off in her car. The girl happens to be the only daughter of one of the richest men in the state. In a while the car chase is being broadcast live on every TV-channel.",5.0621,/lEmGW4Fc9wMRLIKq6NRojZnTbdp.jpg,1994-03-04,The Chase,False,5.8,373,1990s
False,/yGhhPnwTxtPGGDuUn4JbWXGdYvA.jpg,"[27, 35, 28, 878, 53]",9825,en,Lake Placid,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",5.0492,/uZDOr8Mzv9M8g3PNWxTAQjW1XOB.jpg,1999-07-15,Lake Placid,False,5.9,1203,1990s
False,/5oCAo7LFj2x0yByfi5JYirGnK8I.jpg,"[28, 12, 18]",664,en,Twister,"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa.",5.0024,/d4ie3f6QTvNw40V770Uzo87SDZn.jpg,1996-05-10,Twister,False,6.548,3681,1990s
False,/kCW0C3Bv5IsasICx3StdNEejfB5.jpg,"[35, 80]",37137,en,The Naked Gun 2½: The Smell of Fear,"Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",4.9683,/v9niLQWVzVPB1cP1ThNdEaLZG1Q.jpg,1991-06-28,The Naked Gun 2½: The Smell of Fear,False,6.8,2559,1990s
False,/8g8WtAAEGRramjw9G4ivYQV8OaR.jpg,"[10749, 18]",4478,en,Indecent Proposal,John Gage offers a down-on-his-luck yuppie husband $1 million for the opportunity to spend the night with the man's wife.,4.9654,/a39WoiTJEG5kNLIrr3kOMwg3LFg.jpg,1993-04-07,Indecent Proposal,False,6.396,1542,1990s
False,/7OsGo8yVkTgD1ZJMBi9M8GP5aes.jpg,"[28, 12, 35, 10751]",332,en,Inspector Gadget,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",4.9523,/dDcsv1Lql5aM6H4JYfDHjBAXKgT.jpg,1999-07-23,Inspector Gadget,False,4.502,1277,1990s
False,/rZBc0S32bVNYOGJ5sKYsHhOwIT5.jpg,"[35, 80]",36593,en,Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",4.9393,/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,1994-03-18,Naked Gun 33⅓: The Final Insult,False,6.486,2360,1990s
False,/tb3n0YzQ9DXU0qtL7WuwNFbJ7Xj.jpg,[27],19158,en,Graveyard Shift,"John Hall is a drifter who wanders into a small town in Maine. He needs a job and decides to seek employment at the community's top business: a large textile mill. He is hired to work the ""graveyard shift"" -- from around midnight to dawn -- and, along with a few others, he is charged with cleaning out the basement. This task strikes the workers as simple enough, but then, as they proceed deeper underground, they encounter an unspeakable monstrosity intent on devouring them all.",4.9307,/jrb0BhhtzwM3K55Vo0kLdtDqJks.jpg,1990-10-26,Graveyard Shift,False,5.4,276,1990s
False,/sMukEdOweNU9UveS1FPTnzVpB9p.jpg,"[12, 35, 18, 10751]",25059,en,Homeward Bound II: Lost in San Francisco,"When the pets accidentally get separated from their vacationing owners, Chance, Shadow, and Sassy navigate the mean streets of San Francisco, trying to find their home across the Golden Gate Bridge. But the road is blocked by a series of hazards, both man and beast.",4.9254,/kfYawa9SF9MQ3ae0TXAfhDLFGv7.jpg,1996-03-08,Homeward Bound II: Lost in San Francisco,False,6.601,519,1990s
False,/t61Pj0FsdvM5JSEdzTcbpLM4ZaH.jpg,"[12, 28, 18]",2119,en,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",4.302,/8UvcoeMJag8UWGF8sg7eYspzq0Q.jpg,1990-06-27,Days of Thunder,False,6.359,1613,1990s
False,/nV6quaSNz9fY1AeIlvd631zG7vl.jpg,"[35, 18]",12280,en,The Paper,"Henry Hackett is the workaholic editor of a New York City tabloid. He loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchet-man Alicia Clark—Henry's nemesis—impose unpopular cutbacks.",4.298,/pGPrFbucRLwVtCKCeinwAklAl0l.jpg,1994-03-18,The Paper,False,6.6,225,1990s
False,/dAWlWircXrlnMjsVZSyb7vgMlIo.jpg,"[80, 18, 9648, 53]",10424,en,Jennifer Eight,"John Berlin, a big-city cop from LA moves to a small-town police force and immediately finds himself investigating a murder. Using theories rejected by his colleagues, Berlin meets a young blind woman named Helena, whom he is attracted to. Meanwhile, a serial killer is on the loose—and only John knows it.",4.2941,/pMlk8spEliRD6hr4ILs5ubHeBGT.jpg,1992-11-06,Jennifer Eight,False,6.063,378,1990s
False,/A21CdNF0nsnTPPreSkTsjmGmHQU.jpg,"[27, 9648, 53, 878]",11015,en,The Relic,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,4.2931,/fAG4nKPUWEIwGBpP38H64GGV8kl.jpg,1997-01-10,The Relic,False,6.0,577,1990s
False,/yqh3mb9jd3GTTs09ZlnW4mxS95z.jpg,"[10751, 35]",11674,en,101 Dalmatians,"An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",4.2899,/8o2ADoAyG796UwTjwBFjPyBz0yG.jpg,1996-11-27,101 Dalmatians,False,5.938,3529,1990s
False,/5ra8ddenBkIGKfk2nB9IfvsVxvT.jpg,"[28, 35, 80, 10749, 53, 18]",12251,en,Mo' Money,"Trying to get his act together, a con artist gets a job in a credit card company. He falls in love with a fellow employee, he steals a couple of cards, everything is going great. But soon, the chief of security drags him into the big leagues of criminals...",4.2701,/tLbKMopp46m5i3hukmFkQdCzfDR.jpg,1992-07-24,Mo' Money,False,5.528,145,1990s
False,/aWYWi34IKwcXt6yQA9fnRGQmZpq.jpg,"[35, 10749]",11066,en,Boomerang,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",4.2685,/apwkBVaJqLuK6mxe6sOABCeNjRw.jpg,1992-06-30,Boomerang,False,5.6,601,1990s
False,/eUNb2wpcvSHYLcGHU2afd31dvGi.jpg,"[12, 35, 10751, 10749]",10603,en,George of the Jungle,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rainforest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King of Swing swings into action.",4.2633,/lWp8hUqE4oLPxsYgilXoYoVThfU.jpg,1997-07-15,George of the Jungle,False,5.6,2172,1990s
False,/aLMP6CYWyGadDXRFQILgmUgFW7d.jpg,"[12, 35, 10749, 16, 10751]",15789,en,A Goofy Movie,"An endearing modern-day story about how the lovable Goof bonds with his teenage son Max on a hilarious cross-country road trip. En route to the ol' fishing hole, they find themselves up to their floppy ears in misadventure!",4.2615,/bycmMhO3iIoEDzP768sUjq2RV4T.jpg,1995-04-07,A Goofy Movie,False,7.0,1858,1990s
False,/hBUgtysIiuvJite0NX0C0FHJ90m.jpg,"[10751, 35]",14819,en,Heavyweights,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",4.2611,/uN65XQzyPknLZs2R6koZ2Cu6eGC.jpg,1995-02-17,Heavyweights,False,6.2,399,1990s
False,/8S0fdn8FumgyqEN2yQDeVfBFOk1.jpg,"[18, 35]",9440,en,Primary Colors,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",4.2413,/1FDR837wg7bi02F1R7JESCoPWBD.jpg,1998-03-20,Primary Colors,False,6.271,336,1990s
False,/14XdkokjCqVjzG2h1HMBh4CEhQg.jpg,"[14, 28, 12, 18]",8840,en,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",4.2392,/5ciO16x4LQ7uhy854YHvQuQvHU9.jpg,1996-05-31,DragonHeart,False,6.5,2076,1990s
False,/tdo5GwYAsdRkYTTMpXM9aZu8DlH.jpg,"[53, 80, 28]",11258,en,Hard Rain,An armored car driver tries to elude a gang of thieves while a flood ravages the countryside.,4.2308,/ggMcOVSax4lBXjYqqQUJLCtrar3.jpg,1998-01-16,Hard Rain,False,5.86,751,1990s
False,/kI1wLZdD5n28SknQaRIkSoSRfas.jpg,"[18, 878, 27]",1551,en,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",4.2206,/wda3j7p7YHXKpFIlSzoTCtP7myF.jpg,1990-08-10,Flatliners,False,6.502,1651,1990s
False,/j3CMtQbRS4bBAuRuoTBpnPAaHSj.jpg,"[14, 28, 80]",8850,en,The Shadow,"Based on the 1930s comic strip, The Shadow is put up against his archenemy Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""the power to cloud men's minds"", The Shadow comes blazing to the rescue with explosive results.",4.1959,/xAbFJH3vQYZvUyzzGAtG4OLy492.jpg,1994-07-01,The Shadow,False,6.068,548,1990s
False,/4snl08qYXCUti8JBD2qeCV5kktX.jpg,"[10749, 35]",11472,en,Nine Months,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",4.1566,/y3VwPenHpiuIGb0fhgyt7PXZKLB.jpg,1995-07-12,Nine Months,False,5.707,683,1990s
False,/kgqgbPB2snzVlkMkQjYAvmF1hkc.jpg,"[28, 18, 10751, 12]",11231,en,The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",4.1461,/wI3gCi9w1cuUJCiwhviAy46we9Q.jpg,1994-07-18,The Next Karate Kid,False,5.391,1116,1990s
False,/645iJzNG9A8FqKQ3BhPblKWI2Nm.jpg,"[35, 18, 10749]",16158,en,The Wood,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era.",4.1155,/yEWMSJHkzMLgsTgsvR5TxuP3lBt.jpg,1999-07-16,The Wood,False,6.6,106,1990s
False,/xwVkihNJYn6wR8Sip1aoIz5ax35.jpg,"[28, 12, 53]",1669,en,The Hunt for Red October,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!",4.1119,/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg,1990-03-02,The Hunt for Red October,False,7.4,3486,1990s
False,/fNkt4S5iXgBD4ea5bP9MZRHO8su.jpg,"[27, 53]",11186,en,Child's Play 2,"Chucky is reconstructed by a toy factory to dispel the negative publicity surrounding the doll, and tracks young Andy Barclay to a foster home where the chase begins again.",4.111,/2tPQbPQeHEYAGoXFSW61IWNmoce.jpg,1990-11-09,Child's Play 2,False,6.35,1958,1990s
False,/umY2wpVWJLY77ydBFlwlGVR3hFg.jpg,[35],8970,en,The Out-of-Towners,"The adventures of married couple Henry and Nancy Clark, vexed by misfortune while in New York City for Henry's job interview.",1.7095,/wOmLJYh7oOfATE236XpoDfcXhOh.jpg,1999-04-02,The Out-of-Towners,False,5.8,249,1990s
False,/yZIfHR7LM1z97CmRXWf6xGTBME3.jpg,"[53, 27]",9605,en,Single White Female,"Having recently split from her fiancé, Allison Jones welcomes new roommate Hedra Carlson. The young women quickly form a bond, but soon Allison begins to notice not all’s well with her new tenant.",1.7079,/2B6spN9XvzbK9hKDQtvTa4wVoys.jpg,1992-08-14,Single White Female,False,6.3,666,1990s
False,/yBkZyxzIl46PVgFEDsTCtoGd5F4.jpg,"[18, 10752, 10749, 37]",22267,en,Ride with the Devil,"Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor.",1.7029,/pH3J5IUzho4ZVaRuTuErzqHHovb.jpg,1999-11-24,Ride with the Devil,False,6.3,199,1990s
False,/aU2gK5ehx5MOwnigEAK54cQjLpS.jpg,"[12, 35, 10751, 14]",17834,en,A Simple Wish,"Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots.",1.678,/cfyJ7yIvNTlz2ooH8iU6r0pxAMj.jpg,1997-07-11,A Simple Wish,False,5.5,169,1990s
False,/1y43OB6R4vfBKEuVpGxyFENMAqh.jpg,"[35, 18, 10749]",17956,en,"He Said, She Said","Womanising, right-wing Dan Hanson and quiet, liberal Lorie Bryer work for the Baltimore Sun. Rivals for the job of new writer of a vacant column, the paper ends up instead printing their very different opinions alongside each other, which leads to a similarly combative local TV show. At the same time their initial indifference to each other looks like it may evolve into something more romantic.",1.6486,/5uYv11zTTa83WMWwI3B6EOZtI0Z.jpg,1991-02-22,"He Said, She Said",False,5.9,128,1990s
False,/tgyQPJKl4Af0mC0YObcuJbc79P3.jpg,"[28, 35, 27]",10206,en,Buffy the Vampire Slayer,"Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires.",1.6462,/tcF3S4UdFpuoZEWovMDq5AXazNF.jpg,1992-07-24,Buffy the Vampire Slayer,False,5.617,880,1990s
False,/iGjePiIOMhy8FZyVZaXkbw5lc2d.jpg,"[18, 36]",20539,en,The Crucible,A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.,1.6167,/zv69Rev43me5gQ68x7fk1mQzhHn.jpg,1996-11-27,The Crucible,False,6.596,537,1990s
False,/sZfK9Gy0mHbGjPte0lgXTprmIsI.jpg,[35],14557,en,Dead Man on Campus,"Two college roommates venture out to identify a fellow student, who is most likely to commit suicide as it will help them pass the semester.",1.6054,/mTr7ARy7lj8ggvg6snLWDo3CnEu.jpg,1998-08-21,Dead Man on Campus,False,5.5,153,1990s
False,/uzlGbsQkpK6C3ZiqRqKw9CwK0Do.jpg,"[28, 14, 27]",9945,en,Vampires,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,1.5999,/4JhaFBPwyC5IM1rKaRR07Gzutse.jpg,1998-10-30,Vampires,False,6.3,1311,1990s
False,/nw0xlXxry89BlsErsuOMSIuxloq.jpg,"[80, 28, 18]",42807,en,The Newton Boys,"The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.",1.5988,/iUEuS1f90dNeiCs6vchxUedMp1z.jpg,1998-03-26,The Newton Boys,False,6.069,189,1990s
