adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,decade
False,/jaO8WurWoUBE55nskqtFqPZFFaO.jpg,"[27, 9648, 878]",1091,en,The Thing,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,6.5598,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,1982-06-25,The Thing,False,8.072,7570,1980s
False,/74FYuO2hDNmFt4Yz3IQ1ORcp5K9.jpg,"[80, 18, 9648]",2768,en,American Gigolo,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",6.3899,/igXGCwti23PHOjLKQX6eGIGzQiJ.jpg,1980-02-01,American Gigolo,False,6.2,699,1980s
False,/aDn3wL0ObbA5TCn5ZLri9xI2kUZ.jpg,"[80, 18, 10749, 53]",9281,en,Witness,"While protecting an Amish boy – the sole witness to a brutal murder – and his mother, a detective is forced to seek refuge within their community when his own life comes under threat.",6.2781,/kOymD1rChAMykmDVEzJpIh4OYS7.jpg,1985-02-08,Witness,False,7.1,1803,1980s
False,/sbCQ5uuQ9Y4fkWR8NR3x41rvFvF.jpg,"[28, 80, 53]",21610,en,Nighthawks,"When one of Europe's most lethal terrorists shows up in New York, an elite undercover cop is assigned to take him down by any means necessary.",6.2573,/EuWOvbS7GdbXuYhRwFXgUGIRFd.jpg,1981-03-17,Nighthawks,False,6.4,466,1980s
False,/gKzc9XgLqJwSGZliZE5VjuYR6g9.jpg,[27],17898,en,Silver Bullet,"The small city of Tarker's Mills is startled by a series of sadistic murders. The population fears the work of a maniac, but sightings of a mysterious, hairy creature soon spread. People lock themselves up at night, but there's one boy who's still outside…",6.2187,/52CvWYuJyWcMTPvsfcmsxaVHi7f.jpg,1985-10-10,Silver Bullet,False,6.6,661,1980s
False,/n82OZ74V3KBDQKrSVqgVzE8nnjs.jpg,"[16, 10402, 18, 36]",29204,en,American Pop,"The history of American popular music runs parallel with the history of a Russian Jewish immigrant family, with each male descendant possessing different musical abilities.",6.2091,/9SQqCFZH8ziWuGY02DVUgj1YxqU.jpg,1981-02-13,American Pop,False,6.9,115,1980s
False,/f133nWlU6yUkZqqwcCXCbTEJWHr.jpg,"[12, 28]",87,en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",6.116,/gpdVNUaa4LhRMLfJOPj1AZdhAZ3.jpg,1984-05-23,Indiana Jones and the Temple of Doom,False,7.302,9801,1980s
False,/2TgNJKANT9DPENJZf6GHqqRf0QP.jpg,"[10749, 18]",19114,en,Endless Love,"As their romance unfolds, Jade and David's growing love for one another becomes the scorn of Jade's father. However, when Jade's grades begin to drop, her father forbids the young couple from seeing each other for 30 days. Driven insane with frustration and desire, David attempts to reverse the decision, with catastrophic results.",6.1139,/eAU5kEn3n2PROao46iqs0w57Tqr.jpg,1981-07-17,Endless Love,False,5.7,240,1980s
False,/2IUST8dE4Nfd6zAFppTJh69SNdW.jpg,"[18, 10749]",49370,en,Perfect,"A female aerobics instructor meets a male reporter doing a story on health clubs, but it isn't love at first sight.",6.0379,/tb1jZGi23w2pIittaBBdaN6CGRI.jpg,1985-05-15,Perfect,False,5.619,193,1980s
False,/c6yfABGVKuB5cjoOwdX4AJMlzUz.jpg,"[35, 14]",620,en,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",5.8876,/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,1984-06-08,Ghostbusters,False,7.5,9438,1980s
False,/kNjnEqsEHNy58m9FgPevxm4wnkk.jpg,"[35, 18, 10402]",36739,en,School Daze,Fraternity and sorority members clash with other students at a historically black college during homecoming weekend.,5.8763,/vnfjKHcmah7ReMxLNF18JMXFgSZ.jpg,1988-02-12,School Daze,False,5.651,109,1980s
False,/hPIcRAdwsIb3UhHJ3RuyCcDL4qK.jpg,"[18, 10402, 10749]",42121,en,Tender Mercies,Alchoholic former country singer Mac Sledge makes friends with a young widow and her son. The friendship enables him to find inspiration to resume his career.,5.8073,/fBP6uK0K4EnV8dtt4SJQrMdX0wb.jpg,1983-03-04,Tender Mercies,False,6.7,143,1980s
False,/hLmWC3yKPye34MA8HFrqUalEsse.jpg,"[80, 18]",22023,en,The Border,A corrupted border agent decides to clean up his act when an impoverished woman's baby is put up for sale on the black market.,5.7826,/73yotjKSU8QCxlhoPm1hATrFHvT.jpg,1982-01-29,The Border,False,6.1,138,1980s
False,/sAtK99PjOX1IzDUV24N2nab803R.jpg,[35],9493,en,Twins,Julius and Vincent Benedict are the results of an experiment that would allow for the perfect child. Julius was planned and grows to athletic proportions. Vincent is an accident and is somewhat smaller in stature. Vincent is placed in an orphanage while Julius is taken to a south seas island and raised by philosophers. Vincent becomes the ultimate low life and is about to be killed by loan sharks.,5.7619,/stJx9BQZbXrZnTGf9Erc7d2UMVc.jpg,1988-12-09,Twins,False,6.035,2401,1980s
False,/bIgSbKHjCXEijKPwE0lJuXUWPiw.jpg,"[28, 12, 14]",24264,en,Sheena,"Sheena's parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey, are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena's ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries.",5.6439,/g3MC1eYoW1Se9fQzCOZ5tfyMatl.jpg,1984-08-17,Sheena,False,5.7,156,1980s
False,/va21aB4djWOBPdDaZjLbHqJgluA.jpg,"[80, 18, 53]",10889,en,Gloria,"When a young boy's family is killed by the mob, their tough neighbor Gloria becomes his reluctant guardian. In possession of a book that the gangsters want, the pair go on the run in New York.",5.5409,/mrYZInXp0JEoZYXs0Z108l2jN0C.jpg,1980-10-01,Gloria,False,6.9,255,1980s
False,/iQYwVxXDSBMfZB4JTW5LRi7sBZR.jpg,"[27, 14]",26198,en,The Keep,"Set during World War II, a German army garrison is sent to guard a mountain pass in a village in Romania's Carpathian mountains and sets up barracks in an ancient stone fortress. Two of the soldiers unwittingly release a mysterious entity that kills or corrupts those within its influence, drawing the attention of a Gestapo commander, a Jewish scholar, and a mysterious traveller.",5.4687,/yd9wU3oajNxwaFHQ02rtTBuSFJD.jpg,1983-12-16,The Keep,False,5.6,294,1980s
False,/j1xaeJZOEOiVBD1rk3dg4YaAk23.jpg,"[28, 12, 18, 10751]",1885,en,The Karate Kid,"New Jersey teen Daniel LaRusso moves to Los Angeles with his mother, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of thugs, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and, later, preparing him to compete against the brutal Cobra Kai.",5.4631,/1mp4ViklKvA0WXXsNvNx0RBuiit.jpg,1984-06-22,The Karate Kid,False,7.211,4529,1980s
False,/teBOQUIRnsSNVX7cZzb07Kvyw8F.jpg,"[18, 878]",21259,en,Testament,"It is just another day in the small town of Hamlin until something disastrous happens. Suddenly, news breaks that a series of nuclear warheads has been dropped along the Eastern Seaboard and, more locally, in California. As people begin coping with the devastating aftermath of the attacks — many suffer radiation poisoning — the Wetherly family tries to survive.",5.4461,/zmxebm8KEYWzeH5YEisr8lDzW9R.jpg,1983-11-04,Testament,False,6.3,131,1980s
False,/r76QpU49VuKiMhJMx3PYDXmeQ8x.jpg,"[10751, 14, 878, 27, 35]",33914,en,Frankenweenie,"When young Victor's pet dog Sparky (who stars in Victor's home-made monster movies) is hit by a car, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them (and his parents) that despite his appearance, Sparky's still the good loyal friend he's always been.",5.369,/10MHgLe0ZEX0xSLHghgy6mvUyIF.jpg,1984-12-14,Frankenweenie,False,6.932,432,1980s
False,/ehHskGgDUchxGyG33vUQZWNng43.jpg,"[28, 35, 14, 12]",6978,en,Big Trouble in Little China,"Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiancée is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm.",5.3486,/tJXWBW5LLA1u12WdWQZRPvxBq4k.jpg,1986-05-30,Big Trouble in Little China,False,7.211,3205,1980s
False,/2vObOLMqve3TCcrhXZYCtNdg11b.jpg,[18],15660,en,Mommie Dearest,"Renowned film star Joan Crawford's abuse towards Christina, her adopted daughter, intensifies as her professional and romantic relationships turn sour.",5.3099,/3Amv5uQfadEonn7SmYLfNnoeOSu.jpg,1981-09-16,Mommie Dearest,False,6.3,223,1980s
False,/RtNJPHoCYXLdc0ckyBd4E3Xlkf.jpg,"[28, 35]",10890,en,Stripes,"Hard-luck cabbie John Winger, directionless after being fired from his job and dumped by his girlfriend, enlists in the U.S. Army with his close pal, Russell Ziskey. After his barely satisfactory performance in basic training, the irreverent Winger emerges as the figurehead for a ragtag band of misfits. However, his hijinks threaten to cause an international scandal when he inadvertently commandeers a military assault vehicle behind enemy lines.",5.27,/toyyN62VLUXoUudFbHPdrrmRFSZ.jpg,1981-06-26,Stripes,False,6.562,972,1980s
False,/gvao0WZchzudp2oMF5sjgzwHY0q.jpg,"[28, 12, 53]",10999,en,Commando,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",5.2671,/ollPAAAgZ7euU8VisfqU3cuXhZ6.jpg,1985-10-03,Commando,False,6.7,3001,1980s
False,/lRWIiRSOMH7qQT6UGcmx8Uykix3.jpg,"[35, 10749, 18]",3525,en,Working Girl,"When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.",5.2602,/q2jfFzZvAzjTaArQR0tjilIZ5aJ.jpg,1988-12-20,Working Girl,False,6.6,1021,1980s
False,/pIb1CLl08DxciZXJr7AK4qmkArA.jpg,"[10749, 14, 18]",11352,en,Always,The spirit of a recently deceased expert pilot mentors a newer pilot while watching him fall in love with the girlfriend that he left behind.,5.2565,/wh0WItAFrw3m66mDMlCCuXQwfMW.jpg,1989-12-22,Always,False,6.3,638,1980s
False,/pW4fqfsAKKGJv736xPvisSM91u2.jpg,[18],12506,en,Cry Freedom,"A dramatic story, based on actual events, about the friendship between two men struggling against apartheid in South Africa in the 1970s. Donald Woods is a white liberal journalist in South Africa who begins to follow the activities of Stephen Biko, a courageous and outspoken black anti-apartheid activist.",5.2418,/zEONV1NAzzoQGFFgSIEs7vJzDrN.jpg,1987-11-06,Cry Freedom,False,7.0,224,1980s
False,/qpPFF8Sed5lkXngWraJdN8WkwDG.jpg,"[35, 18]",2108,en,The Breakfast Club,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",5.2028,/wM9ErA8UVdcce5P4oefQinN8VVV.jpg,1985-02-15,The Breakfast Club,False,7.7,8325,1980s
False,/lz6Cy1JgOR72AilU2ghDvLKbgqT.jpg,[35],813,en,Airplane!,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,5.1333,/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg,1980-06-27,Airplane!,False,7.3,4845,1980s
False,/vCgjozj1XL2D0Eic12GWQDpw0q0.jpg,[53],19345,en,Black Widow,"Federal agent Alexandra Barnes believes that Catherine Petersen is a serial killer who marries rich men and then murders them for their money. But since Catherine is seemingly a master of disguise and has multiple identities, Alexandra can't prove anything with conventional detective work. With no other option, she goes undercover, pursuing the same man as Catherine, and hoping that Catherine will slip up and reveal her true identity.",5.1278,/zTkwd9XPlwdS2fdUuxuUYQ5wTkr.jpg,1987-02-06,Black Widow,False,6.138,214,1980s
False,/oPQqAgvVLpvmQOalLHxXlRQtHYY.jpg,[53],12235,en,Jagged Edge,"After a wealthy heiress is murdered in her beach house, her devastated husband becomes the prime suspect. He hires a lawyer who hasn’t taken a criminal case in years, and as they work together, a complicated romance develops amidst the trial.",5.0855,/wHYjo3NLc293ZEXVSGhRIUr3Iqi.jpg,1985-10-04,Jagged Edge,False,6.3,281,1980s
False,/kC0QK1s6kx6jTxzPPaWwo3BRRr6.jpg,"[18, 35]",18410,en,Project X,"A young inductee into the military is given the task of looking after some chimpanzees used in the mysterious 'Project X'. Getting to know the chimps fairly well, he begins to suspect there is more to the secret project than he is being told.",5.055,/odUw1Th64wqGF8hQLyNJoKWbAXX.jpg,1987-04-17,Project X,False,6.3,270,1980s
False,/jXDanAOPM6gmypt72WlkZwrPuK0.jpg,"[18, 10402]",16620,en,La Bamba,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",5.0411,/6Znulqtc7cdqlUC69HGf26Ef5fi.jpg,1987-07-24,La Bamba,False,7.256,753,1980s
False,/nEs4WAMmfsywZWLkJHtKQh3LDpa.jpg,"[18, 53]",16082,en,White Nights,"After his plane crashes in Siberia, a Russian dancer, who defected to the West, is held prisoner in the Soviet Union. The KGB keeps him under watch and tries to convince him to become a dancer for the Kirov Academy of Ballet again. Determined to escape, he befriends a black American expatriate and his pregnant Russian wife, who agree to help him escape to the American Embassy.",5.0206,/ampweVzwwWQHSwFvz2YTyRIrJza.jpg,1985-11-22,White Nights,False,6.7,138,1980s
False,/cd5ntfLmtqUqkUGn2B5s2zBLjde.jpg,"[35, 18, 10751]",21873,en,My Bodyguard,"Clifford Peache, an easygoing teenager, is finding less than easy to fit in at his new high school, where a tough-talking bully terrorizes his classmates and extorts their lunch money. Refusing to pay up, Clifford enlist the aid of an overgrown misfit whose mere presence intimidates students and teachers alike. But their ""business relationship"" soon turns personal as Clifford and the troubled loner forge a winning alliance against their intimidators - and a very special friendship with each other.",4.9835,/agk3tSS6OLiSdyrieDhPpuQ7CEZ.jpg,1980-07-11,My Bodyguard,False,6.3,124,1980s
False,/fHDAbqV14BX13K21e2bO9wX9dB5.jpg,"[10749, 35, 28, 12]",9326,en,Romancing the Stone,"Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.",4.9458,/qaCLbDs6Ace4I1lAbBNWPQAm75h.jpg,1984-03-30,Romancing the Stone,False,6.756,1960,1980s
False,/9ubeYrQk84ABGQQ8Ka43Ukn3awz.jpg,"[27, 53]",40969,en,Terror Train,A masked killer targets six college kids responsible for a prank gone wrong three years earlier and who are currently throwing a large New Year's Eve costume party aboard a moving train.,4.9267,/jeDVKkeCk9U75a0TZ4mezylXy3j.jpg,1980-10-03,Terror Train,False,5.731,296,1980s
False,/vsCIw7ARCKQVPT2K2hkkFVl7yo5.jpg,"[35, 10749]",9602,en,Coming to America,"An African prince decides it’s time for him to find a princess... and his mission leads him and his most loyal friend to Queens, New York. In disguise as an impoverished immigrant, the pampered prince quickly finds himself a new job, new friends, new digs, new enemies and lots of trouble.",4.9223,/8YZiA1o264dk0cr1USyMdph6SZl.jpg,1988-06-29,Coming to America,False,6.877,4588,1980s
False,/ekEK9tRvpZVYPl5rjUA5cSWKsER.jpg,"[35, 878, 9648, 18]",10328,en,Cocoon,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",4.8263,/wqNNm36j3nkucAucHEGAW5pNZcd.jpg,1985-06-21,Cocoon,False,6.6,1355,1980s
False,/6goydaLavDu3d2g3kFJHECZiddt.jpg,[27],8769,en,Christine,"Nerdy high schooler Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",4.7944,/mMtUJke2TtIoT6JB9hkvERmsSu8.jpg,1983-12-09,Christine,False,6.872,2131,1980s
False,/kL9mUbw8QJBh1vz643o956XZ0uj.jpg,"[35, 80]",9930,en,Legal Eagles,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.",4.297,/aZKGkQ9rpMyQ75sbdLnpmiM3m73.jpg,1986-06-18,Legal Eagles,False,6.0,224,1980s
False,/5hCGJLTuRlD5WoscKhVPHVnD4gz.jpg,"[36, 10749, 18]",606,en,Out of Africa,"Tells the life story of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on her 1937 autobiographical novel.",4.293,/6oMKqh08TfxmvnoFR4mm1wZB67P.jpg,1985-12-20,Out of Africa,False,7.162,1474,1980s
False,/grIaRfJJz7VrMSpFxTTdD5GEbE4.jpg,"[12, 53, 27]",580,en,Jaws: The Revenge,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.",4.2817,/6rO815hvmfbqNdCJByDVffjclbK.jpg,1987-07-17,Jaws: The Revenge,False,4.078,1129,1980s
False,/vzkuGQe1596nXK5pluip9OHwFXF.jpg,"[27, 9648, 53]",12662,en,Psycho III,"When Maureen Coyle, a suicidal nun who resembles Norman's former victim, Marion Crane, arrives at the motel, all bets are off and ""Mother"" is less than happy.",4.2806,/tgV4eeW0X7os7p3SYbNwDI0NYGa.jpg,1986-04-02,Psycho III,False,5.6,408,1980s
False,/iG8HRE45X13dxZSzSgFcEms85O5.jpg,"[28, 35, 53]",27590,en,Gotcha!,A student on a trip to France is tricked into smuggling secrets across the Iron Curtain by a sexy spy.,4.272,/a1f05sAIgSFPaIsFL8Ep7QngWvF.jpg,1985-05-03,Gotcha!,False,5.9,158,1980s
False,/6U5sEPgkf3nnQC51kUUKcKzNSyR.jpg,"[27, 53]",10283,en,Friday the 13th Part VIII: Jason Takes Manhattan,"Jason ships out aboard a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned.",4.2482,/6ezOsZ9UzqGnbDokaatxdOWP6e9.jpg,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,False,4.951,1161,1980s
False,/l6RKD2IjmGvtauSvx1xs2UY6CqU.jpg,"[80, 18]",10868,en,The Accused,"Out drinking one night after a fight with her boyfriend, three men brutally rape Sarah Tobias in a bar while people watch and cheer. District Attorney Kathryn Murphy takes the case; however, she allows the rapists to receive a mild sentence. A distraught Sarah decides to seek punishment for the men who witnessed and encouraged the rape. To get justice, Sarah must take the stand and revisit the night of her attack.",4.2263,/5DlWHYb5Q65GaHYHDo6PqGOuoF1.jpg,1988-10-14,The Accused,False,7.1,651,1980s
False,/7Crr6NUGAhfLM2ybjcq1dtN8YUl.jpg,"[12, 28, 35, 10749]",10303,en,The Jewel of the Nile,"Joan Wilder is thrust back into a world of murder, chases, foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East, ostensibly to write a book about his life. Of course, he's up to no good, and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day.",4.2074,/6VjsIhnIcrz2XdQVHdsMj5DdSa1.jpg,1985-08-01,The Jewel of the Nile,False,6.209,1222,1980s
False,/dEzguwQUQAGoCFZRHdbmdTpMbr0.jpg,"[35, 80]",16806,en,Johnny Dangerously,"An honest, goodhearted man is forced to turn to a life of crime to finance his neurotic mother's skyrocketing medical bills.",4.1984,/1cvCWlLDt9cIWN3ZUI6UKgV210x.jpg,1984-12-21,Johnny Dangerously,False,6.277,204,1980s
False,/4f8JBqvWyPObKTrjvJnp9BeOUyY.jpg,[35],2609,en,"Planes, Trains and Automobiles","An irritable marketing executive, Neal Page, is heading home to Chicago for Thanksgiving when a number of delays force him to travel with a well meaning but overbearing shower curtain ring salesman, Del Griffith.",4.1909,/fwi2cET87xArJCb8MdbWq2BZO3n.jpg,1987-11-26,"Planes, Trains and Automobiles",False,7.252,2091,1980s
False,/dGRGes6Yw0vK1IymLatHBXGvvpS.jpg,"[35, 10749]",9576,en,Tootsie,"When struggling, out of work actor Michael Dorsey secretly adopts a female alter ego – Dorothy Michaels – in order to land a part in a daytime drama, he unwittingly becomes a feminist icon and ends up in a romantic pickle.",4.1893,/ngyCzZwb9y5sMUCig5JQT4Y33Q.jpg,1982-12-17,Tootsie,False,7.205,1856,1980s
False,/dMx5BCbLI4NXiwdpf27YPlnjf1K.jpg,"[18, 10749, 36]",21867,en,Lady Jane,"The death of King Henry VIII throws his kingdom into chaos because of succession disputes. His weak son, Edward, is on his deathbed. Anxious to keep England true to the Reformation, a scheming minister John Dudley marries off his son, Guildford to Lady Jane Grey, whom he places on the throne after Edward dies. At first hostile to each other, Guildford and Jane fall in love, but they cannot withstand the course of power which will lead to their ultimate downfall.",4.1891,/h0N4lG6g2r77C4yGTuvOBHhGYXP.jpg,1986-02-07,Lady Jane,False,6.9,109,1980s
False,/4idEU92m0oR1BWa1iwb5pZ9bWCu.jpg,"[16, 28, 12, 10751, 14]",10957,en,The Black Cauldron,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",4.144,/ef11J5KGMp26kEzeg8ghAKeB65C.jpg,1985-07-24,The Black Cauldron,False,6.4,1395,1980s
False,/eYFImyTNHVbm6NH5IQe6djw1BAR.jpg,"[18, 28, 53]",12505,en,Little Nikita,"An FBI agent works to uncover an all-American family as Soviet sleeper agents, and gets caught up in friendship with their oblivious teenage son.",4.1325,/xdzugDI6avIlba05pstUFqh2mI2.jpg,1988-03-17,Little Nikita,False,6.1,115,1980s
False,/4uQD1CyUQWomNBguRMQx0wIc0Ix.jpg,[35],12695,en,Still Smokin,"Cheech & Chong are invited to a celebrity party in Amsterdam. When they get there, however, it turns out that the guy who invited them has taken off with all the money. They are actually expecting Burt Reynolds and Dolly Parton, so our heroes get to be Mr. Burt and Mr. Dolly.",4.1297,/m4Fup0uvurH2aBUYwRCsad8x7bV.jpg,1983-05-06,Still Smokin,False,5.3,110,1980s
False,/rC2HpslTzrhzJ605DHBPkeITpt2.jpg,"[28, 27, 878, 53]",15158,en,Phantasm II,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",4.1282,/cZ5mPtOXcvmg224oBM2k1db5Fnn.jpg,1988-07-08,Phantasm II,False,6.2,378,1980s
False,/66jPR8KMmdGzo8wa4VsSDevLTAf.jpg,[18],21291,en,Dad,"A busy executive learns during a meeting that his mother may be dying and rushes home to her side. He ends up being his father's caretaker and becomes closer to him than ever before. Estranged from his own son, the executive comes to realize what has been missing in his own life.",4.1243,/l43BVUdXxbsSt3stBgiW53Dql1n.jpg,1989-10-27,Dad,False,6.385,109,1980s
False,/tEodwsC1kRFFbI4CJCZJopdX0D.jpg,[18],38557,en,The River,"Tom and Mae Garvey are a Tennessee farming couple battling violent floods to save their land. In addition to natural disasters, the Garveys fight to stop a selfish land developer and a local corporation from foreclosing on their farm. While Mae stays at home to care for their children and tend to the crops, Tom finds work as a scab at a steel mill to preserve his family's property.",4.0648,/bXIlE2QVIarVug9wpyPIz2xiWxf.jpg,1984-12-01,The River,False,6.3,133,1980s
False,/81LV5HJ9nUXGCMhrJpFNjwvbEZl.jpg,[18],16619,en,Ordinary People,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",4.0509,/tJVETEDAKgD3fEh88SHOvMvOQue.jpg,1980-09-19,Ordinary People,False,7.454,667,1980s
False,/xhaIbAXa6HOpYFn387a63Ser2wy.jpg,[18],11177,en,Mask,A significantly deformed but highly intelligent teenage boy and his biker gang mother attempt to live as normal a life as possible under the circumstances.,4.0098,/dBYzEETDHNyt12VCD5owVW6bpEC.jpg,1985-03-08,Mask,False,7.2,477,1980s
False,/uP8eElA1j4I2lE0V67bhQaUipkc.jpg,"[35, 18, 10751]",15739,en,Annie,"An orphan in a facility run by the mean Miss Hannigan, Annie believes that her parents left her there by mistake. When a rich man named Oliver ""Daddy"" Warbucks decides to let an orphan live at his home to promote his image, Annie is selected. While Annie gets accustomed to living in Warbucks' mansion, she still longs to meet her parents. So Warbucks announces a search for them and a reward, which brings out many frauds.",3.6662,/xopqD99S1GqQOG8UAeSElsX9MeP.jpg,1982-05-21,Annie,False,6.544,746,1980s
False,/3g8rLMw0SbA0h2GHiOCBoqFTXVq.jpg,"[12, 14]",11976,en,Legend,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess  Lili and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.",3.6307,/6n3PQSYpZRK5YPk2w8JEwED7AZk.jpg,1985-08-28,Legend,False,6.236,1314,1980s
False,/fU92iWyQbysjAQmkfkuFxNlWzz1.jpg,"[878, 12, 28]",3604,en,Flash Gordon,A football player and his mates travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,3.5832,/eTdEaRjtVnFbd5KVhxLRfbYW46e.jpg,1980-12-05,Flash Gordon,False,6.232,1043,1980s
False,/caRqs1GIhwoJqn8JA3LakIUR0v3.jpg,"[35, 80, 9648]",9749,en,Fletch,"When investigative reporter Irwin ""Fletch"" Fletcher goes undercover to write a piece on the drug trade at a local beach, he's approached by wealthy businessman Alan Stanwyk, who offers him $50,000 to murder him. With sarcastic wit and a knack for disguises, Fletch sets out to uncover Stanwyk's story.",3.5657,/nKDnMvVynvj7lwdv1iAZO1DzTYn.jpg,1985-05-31,Fletch,False,6.733,724,1980s
False,/cL7KkB2lVgFP5Fs8ISAxYYI65YF.jpg,"[10751, 16, 35]",31112,en,"Bon Voyage, Charlie Brown (and Don't Come Back!)","Charlie Brown, Linus, Peppermint Patty and Marcie travel to France as foreign exchange students. Also along is Snoopy and Woodstock. While everyone is excited about the opportunity to travel to a foreign country, Charlie is disturbed by a letter he receives from a mysterious girl from France who invites him as a her guest only to find that he does not seem welcomed to her Chateau.",3.5608,/eds4cxarUjHn7OdDd26SauphUnR.jpg,1980-05-30,"Bon Voyage, Charlie Brown (and Don't Come Back!)",False,6.4,100,1980s
